dyndns_domains,isBad
barge-online.com,TRUE
barkpark.com,TRUE
barrel-of-knowledge.info,TRUE
barrell-of-knowledge.info,TRUE
base-v.ch,TRUE
bash.si,TRUE
bashpoisk.ru,TRUE
bashpretty.ru,TRUE
bashtourism.ru,TRUE
basicnetwork.ro,TRUE
battlecore.ru,TRUE
bayipazar.com,TRUE
bbsindex.com,TRUE
bd.to,TRUE
beachwaralaba.com,TRUE
bebelemeu.ro,TRUE
becompany.org,TRUE
bee.pl,TRUE
begroup.cc,TRUE
belabat.org,TRUE
belanjaaudio.com,TRUE
bellasclown.com,TRUE
belopolsky.ru,TRUE
ben7.net,TRUE
bengkayang.go.id,TRUE
benz.la,TRUE
bernovo.ru,TRUE
bertmillernatureclub.org,TRUE
besafe.com.br,TRUE
best-times.ru,TRUE
best-vid.com,TRUE
bestcp.com,TRUE
besteverydns.com,TRUE
bestforever.com,TRUE
bestreferaty.ru,TRUE
bestshells.ro,TRUE
betsy.cc,TRUE
betsypowers.com,TRUE
better-than.tv,TRUE
bflogos.ru,TRUE
bg-news.org,TRUE
bg2ncolo.com,TRUE
bgdsupport.com,TRUE
bibpol.ru,TRUE
biciclist.ro,TRUE
bicventas.com.mx,TRUE
bigbox.info,TRUE
bigmoney.biz,TRUE
bijutiva.ru,TRUE
bil-nasalab.com,TRUE
bin-laden.biz,TRUE
bin.bz,TRUE
binaryoptionstrategy.ae,TRUE
binaryuniverse.net,TRUE
binuka.com,TRUE
biotx.biz,TRUE
birchlandplywood.com,TRUE
bitdefender.com.vn,TRUE
bitferret.com,TRUE
bitferret.net,TRUE
bitferret.org,TRUE
biz.tm,TRUE
biz14.com,TRUE
biznes-elementi.com,TRUE
bizzybeads.com,TRUE
blackschool.ru,TRUE
blaybrooks.com,TRUE
blinds-market.ru,TRUE
blizzie.net,TRUE
blocktarget.com,TRUE
blogdns.com,TRUE
blogdns.net,TRUE
blogdns.org,TRUE
blogsite.org,TRUE
bloom.us,TRUE
blue-jade.net,TRUE
bluetears.org,TRUE
bmwdoc.ru,TRUE
bnaz.org,TRUE
bo-tak.info,TRUE
bobcentury.com,TRUE
boblove.org,TRUE
boettiger.cl,TRUE
bogdancoman.ro,TRUE
boldlygoingnowhere.org,TRUE
bookflights.ru,TRUE
borgoth.com,TRUE
borkar.in,TRUE
bot.nu,TRUE
bounceme.net,TRUE
bouncers4rent.com,TRUE
bpwrc.org,TRUE
br.ms,TRUE
braintec.ch,TRUE
brb.dj,TRUE
brgh.de,TRUE
brianmillercentral.com,TRUE
bristolinmotion.com,TRUE
brm.ro,TRUE
broke-it.net,TRUE
bronxartspace.com,TRUE
brotherscafe.com,TRUE
brucehickey.com,TRUE
brware.com.br,TRUE
bryansplace.net,TRUE
bsdtech.org,TRUE
btbtrading.it,TRUE
bucatareselevesele.ro,TRUE
bugsfree.org,TRUE
buildingbrothers.com.ar,TRUE
bullmedeth.info,TRUE
bum.ms,TRUE
bunchies.org,TRUE
bunkhouse.us,TRUE
businessloan.com,TRUE
buyshouses.net,TRUE
buzlylabs.com,TRUE
buzz20.com,TRUE
bydeets.com,TRUE
byte4byte.com,TRUE
byza.it,TRUE
bz.cm,TRUE
bzibziek.pl,TRUE
bzpo.ru,TRUE
c-scene.org,TRUE
c0m.la,TRUE
cablesweb.com.ar,TRUE
cabowabo.org,TRUE
caledonianlab.com,TRUE
canadaad.com,TRUE
canal.cl,TRUE
canaldoslarioja.com.ar,TRUE
caretheworld.org,TRUE
carys.org,TRUE
catastrocorrientes.gov.ar,TRUE
catholicpenguin.net,TRUE
caveatlector.eu,TRUE
cc.net.br,TRUE
ccc.org.mx,TRUE
cco.cl,TRUE
ccs.pl,TRUE
ccwhc.ca,TRUE
cd-km.info,TRUE
cd.am,TRUE
cdrip.com.ar,TRUE
ce.ms,TRUE
cechire.com,TRUE
cegpc.com,TRUE
cent.si,TRUE
centrin.us,TRUE
centrumletna.cz,TRUE
ceradinternational.net,TRUE
certaindns.com,TRUE
certaindns.net,TRUE
certaindns.org,TRUE
cf.gs,TRUE
cfpug.com,TRUE
cga.net.ru,TRUE
cgiconnection.com,TRUE
ch.vu,TRUE
chai-ufa.ru,TRUE
changeip.biz,TRUE
changeip.co.uk,TRUE
changeip.com,TRUE
changeip.me,TRUE
changeip.name,TRUE
changeip.net,TRUE
changeip.org,TRUE
changeip.us,TRUE
chatnook.com,TRUE
chavales.net,TRUE
chebicon.ru,TRUE
check-it-out.nl,TRUE
chekhov-town.ru,TRUE
cheqppjoy.com,TRUE
cherrygirl.hk,TRUE
chesan.com,TRUE
chicagocornerchurch.org,TRUE
chickenkiller.com,TRUE
chiefmo.net,TRUE
chilenter.cl,TRUE
china.is,TRUE
chinta.web.id,TRUE
chita.com.br,TRUE
chosmile.com,TRUE
chrispecoraro.com,TRUE
chur.ru,TRUE
cigobang.com,TRUE
cimidi.org,TRUE
cintex.ru,TRUE
circuitlab.org,TRUE
citbus.com,TRUE
citysounds.fm,TRUE
cjaycom.net,TRUE
cker.in,TRUE
clanwar.info,TRUE
clapham.org,TRUE
cleansite.biz,TRUE
cleansite.info,TRUE
cleansite.us,TRUE
clicdeal.ma,TRUE
clicksoftware.co.uk,TRUE
climatenotebook.org,TRUE
clouds.my,TRUE
cloverdalecomputers.ca,TRUE
cmokep.one.pl,TRUE
cn.ms,TRUE
cnetwork.ro,TRUE
cnmsl.net,TRUE
cnr.com.pk,TRUE
cns2u.com,TRUE
cnstefancelmare.ro,TRUE
co.be,TRUE
co.cc,TRUE
co.tv,TRUE
coalnet.ru,TRUE
cobaes.edu.mx,TRUE
cocomgr.com,TRUE
code-house.org,TRUE
codecafe.com,TRUE
codefinity.com,TRUE
codegods.net,TRUE
codewarp.org,TRUE
cofoneconsulting.com,TRUE
colossi.com.br,TRUE
communityforge.net,TRUE
compas.md,TRUE
compress.to,TRUE
compuinter.com,TRUE
compulsivo.com.br,TRUE
computersforpeace.net,TRUE
conac.cl,TRUE
concursuri-noi.com,TRUE
confluente.ro,TRUE
cookworld.ru,TRUE
coolaj86.info,TRUE
corecloud.com,TRUE
cornercity.com,TRUE
cornhouseconsulting.com,TRUE
corvalius.com,TRUE
cosale.ru,TRUE
cosmicperformance.com,TRUE
cot.lt,TRUE
coupeware.com,TRUE
cp.cx,TRUE
cpia.org.ar,TRUE
crabdance.com,TRUE
crackedsidewalks.com,TRUE
cranialtrauma.co.uk,TRUE
crctvn.org,TRUE
cre.gs,TRUE
creatingsmiles.ca,TRUE
credozone.my,TRUE
crime.si,TRUE
crunchy-frog.org,TRUE
cryptotoad.com,TRUE
csmcpr.com,TRUE
csproject.org,TRUE
ctk-warez.ru,TRUE
ctour.kz,TRUE
cu.cc,TRUE
cuack.org,TRUE
cuetara.name,TRUE
culby2.com,TRUE
cupapp.com,TRUE
cut3.name,TRUE
cute.se,TRUE
cvdah.org,TRUE
cw.cm,TRUE
cw03.ru,TRUE
cx.cc,TRUE
cyanyz.com,TRUE
cyber-army.com,TRUE
cyber0ne.com,TRUE
cybscripts.com,TRUE
cycahuh.ru,TRUE
cydots.com,TRUE
cynricinformatique.ca,TRUE
czechbits.org,TRUE
d-n-s.name,TRUE
d-n-s.org.uk,TRUE
d0nkey.com,TRUE
d2g.biz,TRUE
d2g.com,TRUE
d2gwebsite.com,TRUE
d2w.asia,TRUE
d3mo2.com,TRUE
d3v.eu,TRUE
d7.be,TRUE
da.sg,TRUE
daev.ca,TRUE
dai-mexico.com,TRUE
dalnet.ca,TRUE
damnserver.org,TRUE
dance.fm,TRUE
danodemano.com,TRUE
dara-dal.net,TRUE
dark-byte.net,TRUE
dark-os.com,TRUE
dark-os.ru,TRUE
darkauto.ru,TRUE
darkblue.ch,TRUE
darknigger.com,TRUE
darksair.org,TRUE
darktech.org,TRUE
darkworlds.org,TRUE
darweb.com,TRUE
datafloat.net,TRUE
datasource.ro,TRUE
daveyp.co.uk,TRUE
day.com.br,TRUE
db.hk,TRUE
dcbass.com,TRUE
dcde.ru,TRUE
ddanciu.ro,TRUE
ddj.co.za,TRUE
ddns-example-1.com,TRUE
ddns-example-2.com,TRUE
ddns-example-3.com,TRUE
ddns.com.co,TRUE
ddns.info,TRUE
ddns.me.uk,TRUE
ddns.mobi,TRUE
ddns.ms,TRUE
ddns.ms,TRUE
ddns.name,TRUE
ddns.us,TRUE
ddns01.com,TRUE
ddns01.eu,TRUE
ddnsd.eu,TRUE
ddos.im,TRUE
de.ms,TRUE
deadnet.org,TRUE
deaftone.com,TRUE
dearabba.org,TRUE
defence.ru,TRUE
dellsale.ru,TRUE
delovoimir.kz,TRUE
demak.org,TRUE
demonised.org,TRUE
depower2go.com,TRUE
derdelus.ro,TRUE
descontrolar.com.ar,TRUE
desonia.com,TRUE
desperate.info,TRUE
despoena.com,TRUE
despoena.org,TRUE
deters.com.br,TRUE
detirastut.ru,TRUE
detskaya-ploshhadka.ru,TRUE
deusexmachina.org,TRUE
developer.se,TRUE
devil.st,TRUE
devstack.com,TRUE
dexp.in,TRUE
dezcom.org,TRUE
dfdlmekong.com,TRUE
dhcp.biz,TRUE
dhis.org,TRUE
dhl-apex.com,TRUE
dhm.ro,TRUE
dhs.org,TRUE
dietanews.net,TRUE
dieulinh.net,TRUE
digisoft.ws,TRUE
digital-dimension.ru,TRUE
digitaldiplomacy.com,TRUE
digitalgroupe.com,TRUE
digitalhod.net,TRUE
diipl.com,TRUE
diipl.in,TRUE
dinedns.com,TRUE
dinedns.net,TRUE
dinedns.org,TRUE
distrocuyo1.com.ar,TRUE
divakeramika.com,TRUE
divx.se,TRUE
divxm.org,TRUE
dixo.net,TRUE
dizimatik.com,TRUE
dizisalonu.net,TRUE
djbomba.one.pl,TRUE
dmdboard.ru,TRUE
dmdfirms.ru,TRUE
dmdjob.ru,TRUE
dmky.org,TRUE
dmtr.ru,TRUE
dmz.se,TRUE
dnepr.com,TRUE
dnmcoffman.com,TRUE
dns-dns.com,TRUE
dns-gateway.net,TRUE
dns-stuff.com,TRUE
dns04.com,TRUE
dns05.com,TRUE
dns1.us,TRUE
dns2.us,TRUE
dns2go.biz,TRUE
dns2go.info,TRUE
dns2gooffice.com,TRUE
dns53.biz,TRUE
dnsalias.com,TRUE
dnsalias.net,TRUE
dnsalias.org,TRUE
dnsapi.info,TRUE
dnscog.org,TRUE
dnsd.be,TRUE
dnsd.info,TRUE
dnsd.info,TRUE
dnsd.me,TRUE
dnsd.me,TRUE
dnsdojo.com,TRUE
dnsdojo.net,TRUE
dnsdojo.org,TRUE
dnsdynamic.com,TRUE
dnsdynamic.com,TRUE
dnsdynamic.net,TRUE
dnsdynamic.net,TRUE
dnsdynamic.org,TRUE
dnserver.com,TRUE
dnset.com,TRUE
dnsfailover.net,TRUE
dnsforall.org,TRUE
dnsinc.org,TRUE
dnsrd.com,TRUE
dnsrd.com,TRUE
dnssettings.com,TRUE
dnssettings.info,TRUE
dnssettings.net,TRUE
dnssettings.org,TRUE
dnssetup.info,TRUE
dnyp.com,TRUE
dobrinya-resto.ru,TRUE
docnzok.com,TRUE
doctorpopov.com,TRUE
docuprint.com.ar,TRUE
does-it.net,TRUE
doesntexist.com,TRUE
doesntexist.org,TRUE
dogin.su,TRUE
dolgnik.ru,TRUE
doljnik.ru,TRUE
dominickpastore.com,TRUE
donaalfian.com,TRUE
donkeyhot.net,TRUE
dontexist.com,TRUE
dontexist.net,TRUE
dontexist.org,TRUE
doomdns.com,TRUE
doomdns.org,TRUE
doomdns.org,TRUE
doomstuff.com,TRUE
dot.tk,TRUE
dotfree.com,TRUE
doublecheckmd.com,TRUE
doveit.com.au,TRUE
down.to,TRUE
dp3project.org,TRUE
dpmconsulting.biz,TRUE
dpnebraska.com,TRUE
drabasablog.net,TRUE
dragonpress.net,TRUE
dragonsoldier.com,TRUE
dream.org.il,TRUE
drosesrq.com,TRUE
drtak.org,TRUE
drug-addicted.net,TRUE
drugdealer24.info,TRUE
drunkensailor.org,TRUE
dsmtp.com,TRUE
dtamedia.com,TRUE
dtdns.com,TRUE
dtdns.net,TRUE
ducchau.com,TRUE
duetpaseo.ru,TRUE
dumb1.com,TRUE
dumb1.com,TRUE
dustbite.se,TRUE
dvrdns.org,TRUE
dwarfvader.com,TRUE
dyn-o-saur.com,TRUE
dyn.ch,TRUE
dyn.com,TRUE
dynaccess.de,TRUE
dynalias.com,TRUE
dynalias.net,TRUE
dynalias.org,TRUE
dynamic-dns-server.org,TRUE
dynamic-dns.net,TRUE
dynamic-dns.net,TRUE
dynamic-site.net,TRUE
dynamicdns.biz,TRUE
dynamicdns.co,TRUE
dynamicdns.co.uk,TRUE
dynamicdns.com.co,TRUE
dynamicdns.me.uk,TRUE
dynamicdns.org.uk,TRUE
dynamicdomain.net,TRUE
dynamip.com,TRUE
dynathome.net,TRUE
dyndn.org,TRUE
dyndns-at-home.com,TRUE
dyndns-at-work.com,TRUE
dyndns-blog.com,TRUE
dyndns-free.com,TRUE
dyndns-home.com,TRUE
dyndns-ip.com,TRUE
dyndns-mail.com,TRUE
dyndns-office.com,TRUE
dyndns-pics.com,TRUE
dyndns-remote.com,TRUE
dyndns-server.com,TRUE
dyndns-web.com,TRUE
dyndns-wiki.com,TRUE
dyndns-work.com,TRUE
dyndns.biz,TRUE
dyndns.cn,TRUE
dyndns.inf,TRUE
dyndns.org,TRUE
dyndns.pro,TRUE
dyndns.pro,TRUE
dyndns.tv,TRUE
dyndns.ws,TRUE
dyndsn.net,TRUE
dyndsn.org,TRUE
dynet.com,TRUE
dynip.com,TRUE
dynodns.net,TRUE
dynssl.com,TRUE
dynup.net,TRUE
e-education.hk,TRUE
e-junky.net,TRUE
e-m-a-i-l.org,TRUE
e-sluts.net,TRUE
eaglenovelty.com,TRUE
eaglepoint.us,TRUE
earldouglas.com,TRUE
easefun.hk,TRUE
eastsidepianostudio.com,TRUE
easyeatout.com,TRUE
easyisp.net,TRUE
ebiggs.com,TRUE
echeloncwb.com,TRUE
echoparklake.com,TRUE
eco-clima.com,TRUE
ecoproduct.org,TRUE
ecorussia.info,TRUE
ecosk.ru,TRUE
edelhost.com,TRUE
editdns.net,TRUE
edns.biz,TRUE
edns.biz,TRUE
edu-dmitrov.ru,TRUE
edudns.org,TRUE
effers.com,TRUE
efnet.at,TRUE
efnet.me,TRUE
egate.my,TRUE
eggdr0p.in,TRUE
eib1.ru,TRUE
eiskgd.ru,TRUE
ejentertainment.com,TRUE
electrosphere.net,TRUE
elementalenergy.net,TRUE
elesium.com,TRUE
eli7.net,TRUE
elitedudes.org,TRUE
elitesystem.net,TRUE
elitter.net,TRUE
elluminatemoodle.com,TRUE
elprosys.com,TRUE
emakc.ru,TRUE
embeddeddesigners.com,TRUE
embeddedsw.org,TRUE
emetron.ru,TRUE
empires-r.us,TRUE
emtoi.org,TRUE
enblom.org,TRUE
endlessmovie.com,TRUE
endofinternet.net,TRUE
endofinternet.org,TRUE
endoftheinternet.org,TRUE
enemyterritory.org,TRUE
energymechanical.net,TRUE
engels.lu,TRUE
engineercertainly.in,TRUE
english-lakes.com,TRUE
enhancedmd.com,TRUE
enklawanetwork.pl,TRUE
enter42.ru,TRUE
entermypicks.com,TRUE
entest.com.ar,TRUE
eof.lv,TRUE
epac.to,TRUE
epac.to,TRUE
eparus.ru,TRUE
epbsoft.com,TRUE
epolet5.ru,TRUE
epu.hu,TRUE
erdemkaya.com,TRUE
ericfox.hk,TRUE
erke.biz.tr,TRUE
erki.net,TRUE
ero-forum.net,TRUE
escadaltd.ru,TRUE
esesglobal.com,TRUE
esmtp.biz,TRUE
esmtp.biz,TRUE
esolangs.org,TRUE
esomnio.com,TRUE
esrealm.com,TRUE
essoft.ru,TRUE
essyeisen.com,TRUE
est-a-la-masion.com,TRUE
est-le-patron.com,TRUE
est-mon-blogueur.com,TRUE
estart.org.za,TRUE
estebangumucio.cl,TRUE
estr.com.ru,TRUE
eternaldarkness.org,TRUE
etherbyte.com,TRUE
etowns.net,TRUE
etowns.org,TRUE
eu.org,TRUE
europnic.com,TRUE
eurotravelling.net,TRUE
euroverb.com,TRUE
eurovision2009.ru,TRUE
eurovisionticket.ru,TRUE
evdefilm.net,TRUE
everton.com,TRUE
everydns.com,TRUE
everydns.net,TRUE
evilfuckerz.biz,TRUE
evilfuckerz.org,TRUE
evilgiggle.com,TRUE
evilgold.net,TRUE
evils.in,TRUE
evromost.ru,TRUE
evrovision2009.ru,TRUE
eworx.ru,TRUE
exotic-construct.ro,TRUE
exploits-bg.com,TRUE
extrememu.ru,TRUE
extrimtur.com,TRUE
eye.rs,TRUE
ez.lv,TRUE
ezmangaforums.com,TRUE
ezua.com,TRUE
ezua.com,TRUE
ezxdev.org,TRUE
f10.ca,TRUE
fabystore.com,TRUE
facaf.org.ar,TRUE
facildelembrar.com,TRUE
facildelembrar.com.br,TRUE
fadlifirmansyah.com,TRUE
fairuse.org,TRUE
falcongreen.com,TRUE
fan-club.ro,TRUE
fans.ro,TRUE
fantazymu.net,TRUE
faqserv.com,TRUE
faqserv.com,TRUE
farm-animals.com,TRUE
farmerspike.com,TRUE
farted.net,TRUE
fartit.com,TRUE
fartit.com,TRUE
fasl.info,TRUE
fasttractrans.com,TRUE
fatdiary.org,TRUE
fatesperfection.com,TRUE
fathorse.net,TRUE
fatpipi.com,TRUE
fcsillamae.ee,TRUE
fdrx7.com,TRUE
fe100.net,TRUE
fe100.net,TRUE
feared.eu,TRUE
fedmik.ru,TRUE
feetexposed.com,TRUE
ferratek.com,TRUE
feynd.com,TRUE
ffasoft.ru,TRUE
fiberlink.eu,TRUE
fiducheah.com,TRUE
filcor.ru,TRUE
file-tracker.net,TRUE
film4fun.ru,TRUE
filmdiziseyret.net,TRUE
filmeonlinefree.net,TRUE
filmesonlinemegavideo.com,TRUE
filmhunter.ru,TRUE
filmresurs.ru,TRUE
filmrightnow.ru,TRUE
filmsalonu.net,TRUE
filterbypass.com,TRUE
fin-tech.com,TRUE
finalfilm.ru,TRUE
finger-and-snix-ownz-sayan.org,TRUE
fintech-llc.com,TRUE
fire-birds.net,TRUE
firefoxsupport.net,TRUE
firm.lv,TRUE
firstreef.net,TRUE
fite.cat,TRUE
fitnessrepairparts.com,TRUE
fivepals.com,TRUE
fivetwelve.biz,TRUE
fixen.com.ar,TRUE
flash-games-online.net,TRUE
flnet.org,TRUE
flsweb.org,TRUE
fly-net.ro,TRUE
fobos.org.ar,TRUE
fohra.com,TRUE
fons.org.np,TRUE
foodfight.co.za,TRUE
for-better.biz,TRUE
for-more.biz,TRUE
for-our.info,TRUE
for-some.biz,TRUE
for-the.biz,TRUE
for-the.biz,TRUE
fordefrans.ru,TRUE
forgot.her.name,TRUE
forgot.his.name,TRUE
forondafamily.net,TRUE
forss.to,TRUE
forthebride.co.za,TRUE
fotonet.ee,TRUE
fotoset.su,TRUE
fr.am,TRUE
fr.ms,TRUE
framed.net,TRUE
frankgiotto.com,TRUE
freeavailabledomains.com,TRUE
freebom.com,TRUE
freebsd.md,TRUE
freecandy.org,TRUE
freeddns.com,TRUE
freedns.mobi,TRUE
freedynamicdns.com,TRUE
freelancewise.com,TRUE
freesa.org,TRUE
freetcp.com,TRUE
freewww.biz,TRUE
freewww.info,TRUE
freezed.info,TRUE
from-ak.com,TRUE
from-al.com,TRUE
from-ar.com,TRUE
from-az.net,TRUE
from-ca.com,TRUE
from-co.net,TRUE
from-ct.com,TRUE
from-dc.com,TRUE
from-de.com,TRUE
from-fl.com,TRUE
from-ga.com,TRUE
from-hi.com,TRUE
from-ia.com,TRUE
from-id.com,TRUE
from-il.com,TRUE
from-in.com,TRUE
from-in.com,TRUE
from-ks.com,TRUE
from-ky.com,TRUE
from-la.net,TRUE
from-ma.com,TRUE
from-md.com,TRUE
from-me.org,TRUE
from-mi.com,TRUE
from-mn.com,TRUE
from-mo.com,TRUE
from-ms.com,TRUE
from-mt.com,TRUE
from-nc.com,TRUE
from-nd.com,TRUE
from-ne.com,TRUE
from-nh.com,TRUE
from-nj.com,TRUE
from-nm.com,TRUE
from-nv.com,TRUE
from-ny.net,TRUE
from-oh.com,TRUE
from-ok.com,TRUE
from-or.com,TRUE
